Category ID	Category Name	Number	Name
67	Town / City / Coast Guard	cty0075	Coast Guard City - ATV Driver
67	Town / City	cty0076	Overalls with Tools in Pocket Blue, Black Knit Cap, Cheek Lines
67	Town / City	cty0096	Overalls with Safety Stripe Orange, Orange Legs, Red Construction Helmet, Beard and Glasses
179	Racers / Ferrari	rac035	F1 Ferrari - K. Raikkonen with Helmet White Printed - without Torso Stickers
179	Racers / Ferrari	rac036	F1 Ferrari - F. Massa with Helmet Yellow Printed - without Torso Stickers
179	Racers / Ferrari	rac030a	F1 Ferrari Engineer - without Torso Stickers, White Hands
179	Racers / Ferrari	rac037	F1 Ferrari Engineer 3 - without Torso Stickers
609	Agents	agt007	Gold Tooth
609	Agents	agt008	Henchman
609	Agents	agt009	Agent Fuse - Helmet
34	Space / Classic Space	sp005new	Classic Space - Red with Air Tanks and Motorcycle (Standard) Helmet (Reissue)
609	Agents	agt010	Agent Fuse
609	Agents	agt011	Agent Charge
609	Agents	agt012	Gold Tooth - Helmet
609	Agents	agt013	Dr. Inferno (Pearl Light Gray Claw)
609	Agents	agt014	Spy Clops - Black Legs
605	Indiana Jones / Kingdom of the Crystal Skull	iaj021	Russian Guard 3
67	Town / City / Coast Guard	cty0077	Coast Guard City - Patroller 2
67	Town / City / Coast Guard	cty0089	Coast Guard City - Patroller 3
67	Town / City	cty0108	Red Shirt with 3 Silver Logos, Dark Blue Arms, Red Legs
516	4 Juniors	4j003a	Construction Worker with Blue Shirt, Green Vest and Cap with the Word 'Brick', Sunglasses and Moustache
67	Town / City / Police	jail004	Police - Jailbreak Joe, Light Bluish Gray Legs (Reissue)
67	Town / Classic Town	jred024	Jacket Red with Zipper - Red Arms - Blue Legs, Blue Cap
34	Space / Factory	sp086	Star Justice Astronaut 1 - without Torso Sticker, Smirk and Stubble Beard
34	Space / Factory	sp087	Star Justice Astronaut 2 - without Torso Sticker (glasses)
34	Space / Factory	sp088	Star Justice Astronaut 3 - without Torso Sticker (Beard Around Mouth)
67	Town / City / Coast Guard	cty0070	Coast Guard City - Patroller 1
167	DUPLO / DUPLO, Town / Fire	47394pb100	Duplo Figure Lego Ville, Male Fireman, Black Legs, Nougat Hands, Yellow Cap with Headset
34	Space / Mars Mission	mm012	Mars Mission Astronaut with Helmet and Cheek Lines
609	Agents	agt016	Claw-Dette
609	Agents	agt017	Fire Arm
573	SpongeBob SquarePants	bob016	SpongeBob - Bandage on Head
573	SpongeBob SquarePants	bob017b	Bikini Bottom Emergency Room Doctor - Chest Pocket
609	Agents	agt018	Agent Chase - Helmet
34	Space / Factory	sp088s	Star Justice Astronaut 3 - with Torso Sticker (Beard Around Mouth, Silver Badge)
167	DUPLO	4555pb260	Duplo Figure, Male, Blue Legs, Blue Top, Aviator Helmet Fabuland Orange
609	Agents	agt015	Spy Clops - Pearl Light Gray Legs
67	Town / City / Coast Guard	cty0078	Coast Guard City - Speedboat Pilot
36	Technic	tech033	Technic Figure Blue Legs, Blue Top with Technic Logo, Black Hair and Sunglasses - Without Stickers
36	Technic	tech034	Technic Figure Red Legs, Red Top with Technic Logo, Black Hair - Without Stickers
34	Space / Mars Mission	mm013	Mars Mission Astronaut with Helmet, Balaclava and Backpack
34	Space / Mars Mission	mm014	Mars Mission Astronaut with Helmet and Cheek Lines and Backpack
609	Agents	agt001a	Agent Chase - Single Sided Head
167	DUPLO / DUPLO, Town / Circus	47394pb108	Duplo Figure Lego Ville, Male Clown, Medium Blue Legs, Red Top, Green Hair
65	Star Wars / Star Wars The Clone Wars	sw0190	IG-100 MagnaGuard (Magna Guard) / Magna Droid
65	Star Wars / Star Wars The Clone Wars	sw0191	Clone Trooper Pilot (Phase 1) - Yellow Markings, Large Eyes
9	Castle / Royal Knights	cas384	Royal Knights - Knight 2 without Plume
67	Town / Classic Town	tel005s	German Telekom Racing Cyclist Yellow - with Torso Stickers
67	Town / Classic Town	tel006s	German Telekom Racing Cyclist Green - with Torso Stickers
65	Star Wars / Star Wars The Clone Wars	sw0192	Ahsoka Tano (Padawan) - Tube Top and Belt
65	Star Wars / Star Wars The Clone Wars	sw0196	Clone Trooper Commander Cody, 212th Attack Battalion (Phase 1) - Dark Bluish Gray Visor, Pauldron, and Kama, Large Eyes
65	Star Wars / Star Wars The Clone Wars	sw0197	Obi-Wan Kenobi - Large Eyes
65	Star Wars / Star Wars The Clone Wars	sw0195	Asajj Ventress - Dark Blue Torso
65	Star Wars / Star Wars The Clone Wars	sw0198	Plo Koon
65	Star Wars / Star Wars The Clone Wars	sw0193	Rotta
65	Star Wars / Star Wars The Clone Wars	sw0194	Clone Trooper Captain Rex, 501st Legion (Phase 1) - Dark Bluish Gray Visor, Pauldron, and Kama, Large Eyes
65	Star Wars / Star Wars The Clone Wars	sw0200	Clone Trooper (Phase 1) - Dark Bluish Gray Rangefinder, Large Eyes
65	Star Wars / Star Wars The Clone Wars	sw0201	Clone Trooper (Phase 1) - Large Eyes
65	Star Wars / Star Wars The Clone Wars	sw0202	Clone Trooper Commander Fox, Coruscant Guard (Phase 1) - Dark Bluish Gray Visor, Pauldron, and Kama, Large Eyes (Undetermined Type)
65	Star Wars / Star Wars The Clone Wars	sw0001d	Battle Droid with 2 Straight Arms
65	Star Wars / Star Wars The Clone Wars	sw0203	Clone Trooper (Phase 1) - Dark Bluish Gray Visor, Pauldron, and Kama, Large Eyes
9	Castle / Fantasy Era	cas385	Fantasy Era - Crown Knight Scale Mail with Chest Strap, Helmet with Neck Protector, Dual Sided Head
9	Castle / Fantasy Era	cas386	Fantasy Era - Crown Knight Scale Mail with Chest Strap, Helmet with Neck Protector, Vertical Cheek Lines
9	Castle / Fantasy Era	cas387	Fantasy Era - Crown Knight Scale Mail with Crown, Breastplate, Helmet with Broad Brim, Smirk and Stubble Beard
9	Castle / Fantasy Era	cas388	Fantasy Era - Crown King, No Cape
9	Castle / Fantasy Era	cas389	Fantasy Era - Dwarf, Dark Brown Beard, Copper Helmet with Studded Bands, Sand Blue Arms, Smirk
9	Castle / Fantasy Era	cas390	Fantasy Era - Dwarf, Dark Orange Beard, Copper Helmet with Studded Bands, Dark Blue Arms
9	Castle / Fantasy Era	cas391	Fantasy Era - Dwarf, Black Beard, Copper Helmet with Studded Bands, Dark Red Arms
9	Castle / Fantasy Era	cas392	Fantasy Era - Dwarf, Dark Orange Beard, Metallic Silver Helmet with Studded Bands, Dark Blue Arms, Brown Eyebrows, Thin Grin
9	Castle / Fantasy Era	cas393	Fantasy Era - Dwarf, Dark Brown Beard, Metallic Silver Helmet with Studded Bands, Sand Blue Arms
9	Castle / Fantasy Era	cas394	Fantasy Era - Dwarf, Dark Brown Beard, Metallic Gold Helmet with Wings, Dark Red Arms, Vertical Cheek Lines
9	Castle / Fantasy Era	cas395	Fantasy Era - Dwarf, Dark Orange Beard, Metallic Gold Helmet with Wings, Dark Red Arms
9	Castle / Fantasy Era	cas396	Fantasy Era - Good Wizard with Cape
9	Castle / Fantasy Era	cas397	Fantasy Era - Evil Witch
9	Castle / Fantasy Era	cas399	Fantasy Era - Troll Warrior 7
9	Castle / Fantasy Era	cas400	Fantasy Era - Troll Warrior 8
9	Castle / Fantasy Era	cas401	Fantasy Era - Troll Warrior 9
9	Castle / Fantasy Era	cas398	Fantasy Era - Troll Warrior 6
473	Sports / Soccer	soc135	Soccer Player - Red and White Team with Number 5
473	Sports / Soccer	soc136	Soccer Player - Red and White Team with Number 8
473	Sports / Soccer	soc137	Soccer Player - Red and White Team with Number 14
473	Sports / Soccer	soc138	Soccer Player - Red and White Team with Number 7
473	Sports / Soccer	soc139	Soccer Player White & Blue Team with shirt #14
473	Sports / Soccer	soc140	Soccer Player White & Blue Team with shirt  #7
473	Sports / Soccer	soc141	Soccer Player White & Blue Team with shirt  #8
34	Space / Mars Mission	mm015	Mars Mission Astronaut with Helmet, Metallic Gold Visor, Smirk and Stubble Beard
976	LEGO Brand	gen023	LEGO 50 Year Anniversary Minifigure
65	Star Wars / Star Wars Episode 4/5/6	sw0199	Sandtrooper - Orange Pauldron (Solid), No Survival Backpack, No Dirt Stains, Helmet with Dotted Mouth Pattern and Solid Black Head
67	Town / City	gen024	Surfboard on Ocean - Reddish Brown Legs, Red Cap
167	DUPLO / Castle	47394pb099	Duplo Figure Lego Ville, Male Castle, Black Legs, Bright Light Orange Chest, Red Arms, Dark Bluish Gray Hands, Wide Crooked Grin
67	Town / Arctic	arc013	Arctic - Blue, Blue Hood, White Legs
67	Town / City	cty0112	Shirt with 2 Pockets No Collar, Reddish Brown Legs, Black Male Hair
67	Town / City	par063	Surfboard on Ocean - Blue Legs, Black Ponytail Hair
67	Town / City	chef017	Chef - White Torso with 8 Buttons, White Legs (Undetermined Eyebrows)
67	Town / City / Coast Guard	cty0068	Coast Guard City - Diver 1
67	Town / City / Police	cty0067	Police - City Suit with Blue Tie and Badge, Black Legs, Black Cap
67	Town / City	cty0066	Red Shirt with 3 Silver Logos, Dark Blue Arms, Orange Glasses, Backpack
67	Town / City	ovr033	Overalls Striped Blue with Pocket, Blue Legs, Black Female Hair
124	Train	trn143	Orange Vest with Safety Stripes - Orange Legs and Dark Bluish Gray Hips, Red Construction Helmet, Dark Bluish Gray Beard, Glasses
36	Technic	tech032	Technic Figure Yellow Legs, Yellow Top (Power Puller Driver)
167	DUPLO / DUPLO, Town / Circus	47394pb109	Duplo Figure Lego Ville, Male Clown, Orange Legs, Lime Top with Three Buttons and Flower, Red Hair, Blue Eyes
167	DUPLO / DUPLO, Town / Circus	47394pb110	Duplo Figure Lego Ville, Male Circus Ringmaster, Black Legs, Red Top with Bow Tie, Top Hat, Blue Eyes (4611994)
167	DUPLO / DUPLO, Town / Circus	47394pb111	Duplo Figure Lego Ville, Female Tightrope Walker, Light Nougat Legs, White Top with Stars, Black Ponytail Hair, Blue Eyes
61	Pirates / Pirates I / Islanders	pi066a	Islander, Female with Quiver
167	DUPLO / DUPLO, Town / Construction	47394pb102	Duplo Figure Lego Ville, Male, Dark Tan Legs, Orange Shirt, Brown Eyes, White Construction Helmet, White Button
167	DUPLO / Castle	47394pb112	Duplo Figure Lego Ville, Male Castle, Black Legs, Red Chest with Dragon Emblem, Bright Light Orange Arms and Hands, Lefty Smile
34	Space / Factory	sp090	Star Justice Droid 2
67	Town / City / Coast Guard	cty0109	Coast Guard City - Speedboat Driver
65	Star Wars / Star Wars Episode 4/5/6	sw0204	Luke Skywalker - Stormtrooper Outfit
65	Star Wars / Star Wars Episode 4/5/6	sw0205	Han Solo - Stormtrooper Outfit
65	Star Wars / Star Wars Episode 4/5/6	sw0206	Obi-Wan Kenobi - Old, Light Nougat, Reddish Brown Hood and Cape
65	Star Wars / Star Wars Episode 4/5/6	sw0207	Luke Skywalker (Jedi Knight)
65	Star Wars / Star Wars Episode 4/5/6	sw0208	Imperial Trooper (Black Helmet)
65	Star Wars / Star Wars Episode 4/5/6	sw0209	Darth Vader (Death Star torso)
65	Star Wars	sw0210	Emperor Palpatine - Light Bluish Gray Head, Black Hands
65	Star Wars / Star Wars Episode 4/5/6	sw0211	Interrogation Droid (Screwdriver - Narrow Head)
65	Star Wars / Star Wars Episode 4/5/6	sw0212	Protocol Droid
65	Star Wars / Star Wars Episode 4/5/6	sw0213	Astromech Droid, R2-Q5
65	Star Wars / Star Wars Episode 4/5/6	sw0215	Assassin Droid (White)
449	Island Xtreme Stunts	ixs006a	Xtreme Stunts Brickster Henchman with Medium Blue Overalls #1 with Neck Bracket
449	Island Xtreme Stunts	ixs003a	Xtreme Stunts Pepper Roni with Neck Bracket
449	Island Xtreme Stunts	ixs004a	Xtreme Stunts Sky Lane with Neck Bracket
65	Star Wars	sw0217	Astromech Droid, R2-D2, Light Bluish Gray Head
67	Town / City	pln155	Plain White Torso with White Arms, Dark Blue Legs, Red Construction Helmet, Glasses
67	Town / City	pln156	Plain White Torso with White Arms, Dark Blue Legs, Red Construction Helmet, Vertical Cheek Lines
67	Town	pln157	Town
67	Town / City	pln155s	Plain White Torso with Vestas Logo (Sticker) with White Arms, Dark Blue Legs, Red Construction Helmet, Glasses
67	Town / City	pln156s	Plain White Torso with Vestas Logo (Sticker) with White Arms, Dark Blue Legs, Red Construction Helmet, Vertical Cheek Lines
9	Castle / Fantasy Era	cas404	Fantasy Era - Maid
9	Castle / Fantasy Era	cas403	Fantasy Era - Jester
9	Castle / Fantasy Era	cas405	Fantasy Era - Dwarf, Dark Brown Beard, Metallic Gold Helmet with Wings, Dark Blue Arms
9	Castle / Fantasy Era	cas406	Fantasy Era - Crown Knight Scale Mail with Chest Strap, Helmet with Broad Brim, Crooked Smile
179	Racers / Factory	rac038	Hot Rod Mechanic - Blue Overalls, Blue Cap, Stubble
179	Racers / Factory	rac039	Hot Rod Driver Orange
179	Racers / Factory	rac040	Hot Rod Driver Tan
179	Racers / Factory	rac041	Plaid Button Shirt, Dark Bluish Gray Legs, Black Helmet with Medium Blue Trident (Hot Rod Driver)
179	Racers / Ferrari	rac035s	F1 Ferrari - K. Raikkonen with Helmet White Printed - with Torso Sticker
179	Racers / Ferrari	rac036s2	F1 Ferrari - F. Massa with Helmet Yellow Printed - with Torso Stickers Shell
609	Agents	agt019	Slime Face
545	FIRST LEGO League	fst003	FIRST LEGO League (FLL) Climate Connections Scientist 1
545	FIRST LEGO League	fst004	FIRST LEGO League (FLL) Climate Connections Scientist 2
545	FIRST LEGO League	fst005	FIRST LEGO League (FLL) Climate Connections Scientist 3
545	FIRST LEGO League	fst006	FIRST LEGO League (FLL) Climate Connections Scientist 4
545	FIRST LEGO League	fst007	FIRST LEGO League (FLL) Climate Connections Scientist 5
545	FIRST LEGO League	fst008	FIRST LEGO League (FLL) Climate Connections Scientist 6
545	FIRST LEGO League	fst009	FIRST LEGO League (FLL) Climate Connections Boy
545	FIRST LEGO League	fst010	FIRST LEGO League (FLL) Climate Connections Girl
545	FIRST LEGO League	fst011	FIRST LEGO League (FLL) Climate Connections Skier Male White Top, Reddish Brown Aviator Cap
545	FIRST LEGO League	fst012	FIRST LEGO League (FLL) Climate Connections Skier Female White Top, Black Aviator Cap
545	FIRST LEGO League	fst013	FIRST LEGO League (FLL) Climate Connections Skier Male Black Top, Black Aviator Cap
545	FIRST LEGO League	fst014	FIRST LEGO League (FLL) Climate Connections Skier Female Black Top, Reddish Brown Aviator Cap
545	FIRST LEGO League	fst015	FIRST LEGO League (FLL) Nano Quest Space Elevator Passenger
609	Agents	agt020	Agent Chase - Diving Gear - Dual Sided Head
167	DUPLO	4555pb261	Duplo Figure, Male, Black Legs, Green Top with Vest, Brown Head, Gray Hair, Glasses
67	Town / City / Coast Guard	cty0065	Coast Guard City - Diver 2
67	Town / City	cty0064	Overalls with Safety Stripe Orange, Reddish Brown Legs, Dark Bluish Gray Knit Cap
67	Town / City / Coast Guard	cty0063	Coast Guard City - Motorcyclist
167	DUPLO / Bob The Builder	btb005	Duplo Benny
67	Town / Classic Town	ovr034	Overalls Blue with Pocket, Blue Legs, Blue Hat
67	Town / Classic Town	but039	Shirt with 6 Buttons - Blue, White Legs, Black Male Hair
67	Town / Classic Town	but040	Shirt with 6 Buttons - Blue, White Legs, Brown Female Hair
167	DUPLO	47394pb113	Duplo Figure Lego Ville, Male, Blue Legs, Red Shirt with Pockets and Name Tag, Black Hair, Brown Eyes, Nougat Hands
67	Town / Classic Town / Gas Station	shell004a	Shell - Classic - Blue Legs, Black Pigtails Hair (Torso with Trapezoid Sticker)
61	Pirates / Pirates II	pi081	Captain Brickbeard
61	Pirates / Pirates II	pi082	Pirate Blue Vest, Tan Legs, Black Pirate Triangle Hat, Long Brown Moustache
61	Pirates / Pirates II	pi083	Pirate Green / White Stripes, Dark Green Legs, Dark Green Bandana
61	Pirates / Pirates II	pi084	Pirate Vest and Anchor Tattoo, Black Legs, Blue Bandana, Gold Tooth
61	Pirates / Pirates II / Imperial Guards	pi085	Imperial Soldier II - Officer with Red Plume
61	Pirates / Pirates II / Imperial Guards	pi086	Admiral's Daughter (Maiden)
61	Pirates / Pirates II / Imperial Guards	pi087	Imperial Soldier II - Shako Hat Printed, Cheek Lines
61	Pirates / Pirates II	pi088	Mermaid - Long with Bracket
61	Pirates / Pirates II / Imperial Guards	pi089	Imperial Soldier II - Officer with Red Plume, Brown Beard
61	Pirates / Pirates II / Imperial Guards	pi090	Imperial Soldier II - Shako Hat Printed, Scowl
61	Pirates / Pirates II / Imperial Guards	pi091	Imperial Soldier II - Governor
61	Pirates / Pirates II	pi093	Pirate Vest and Anchor Tattoo, Tan Legs, Blue Bandana, Brown Moustache
61	Pirates / Pirates II / Imperial Guards	pi092	Imperial Soldier II - Shako Hat Printed, Black Goatee
61	Pirates / Pirates II	pi094	Pirate Green / White Stripes, Reddish Brown Legs, Dark Green Bandana, Smirk and Stubble Beard
61	Pirates / Pirates II	pi095	Pirate Vest and Anchor Tattoo, Dark Green Legs, Dark Green Bandana, Brown Moustache
61	Pirates / Pirates II	pi096	Pirate Green / White Stripes, Black Legs, Blue Bandana, Smirk and Stubble Beard
61	Pirates / Pirates II	pi097	Pirate Vest and Anchor Tattoo, Green Legs, Tricorne Hat
61	Pirates / Pirates II / Imperial Guards	pi098	Imperial Soldier II - Shako Hat Printed,  Brown Beard
61	Pirates / Pirates II	pi099	Pirate Blue Vest, Dark Green Legs, Dark Green Bandana, Long Brown Moustache
61	Pirates / Pirates II	pi100	Pirate Vest and Anchor Tattoo, Gray Beard, Blue Bandana (Castaway)
67	Town / City / Fire	cty0062	Fire - Reflective Stripes, Black Legs, White Standard Helmet, Cheek Lines
61	Pirates / Pirates II	pi101	Pirate Female, Blue Legs
61	Pirates / Pirates II	pi102	Pirate Blue Jacket
67	Town / City / Farm	twn075	Plaid Button Shirt, Tan Legs, Dark Orange Short Tousled Hair, Dark Orange Goatee and Eyebrows
67	Town / City / Farm	twn076	Horse Rider, Female, Black Suit with Tie, White Legs, Black Construction Helmet
61	Pirates / Pirates II	pi103	Pirate Blue Vest, Green Legs, Dark Green Bandana, Bared Teeth
61	Pirates / Pirates II	gen020	Skeleton - Evil Skull, Straight Mechanical Arms with Vertical Grip, Black Bicorne Hat
67	Town / Classic Town	ovr035	Overalls Blue with Pocket, Blue Legs, Blue Wizard / Witch Hat
65	Star Wars / Star Wars Episode 4/5/6	sw0188a	Imperial Stormtrooper - Light Nougat Head, Dotted Mouth Helmet
65	Star Wars / Star Wars Episode 4/5/6	sw0214	Darth Vader (Imperial Inspection - Eyebrows)
167	DUPLO / DUPLO, Town / Race	4555pb262	Duplo Figure, Male, White Legs, White Top with Black Zipper and Racer #1, Blue Aviator Helmet
67	Town / City / Construction	cty0105	Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Blue Legs, Red Construction Helmet
9	Castle / Fantasy Era	cas407	Fantasy Era - Crown Knight Scale Mail with Chest Strap, Helmet with Neck Protector, Beard Around Mouth
179	Racers / Ferrari	rac042	F1 Ferrari - K. Raikkonen with Helmet Black Printed - without Torso Stickers
179	Racers / Ferrari	rac042s	F1 Ferrari - K. Raikkonen with Helmet Black Printed - with Torso Stickers
179	Racers / Ferrari	rac043	F1 Ferrari - F. Massa with Helmet Blue Printed - without Torso Stickers
179	Racers / Ferrari	rac043s	F1 Ferrari - F. Massa with Helmet Blue Printed - with Torso Stickers
179	Racers / Ferrari	rac044	F1 Ferrari Official - without Torso Stickers
179	Racers / Ferrari	rac044s	F1 Ferrari Official - with Torso Stickers
689	Power Miners	pm001	Rock Monster - Boulderax (Trans-Green)
689	Power Miners	pm002	Rock Monster - Firox (Trans-Orange)
689	Power Miners	pm003	Rock Monster - Meltrox (Trans-Red)
689	Power Miners	pm004	Rock Monster - Glaciator (Trans-Dark Blue)
605	Indiana Jones / Raiders of the Lost Ark	iaj023	German Soldier 5
67	Town / City / Construction	cty0113	Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Red Construction Helmet, Smirk and Stubble Beard
67	Town / City / Construction	cty0110	Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Blue Legs, Red Construction Helmet, Brown Eyebrows, Glasses
67	Town / City	cty0114	Overalls with Tools in Pocket Blue, Blue Cap, Silver Sunglasses
65	Star Wars / Star Wars Episode 4/5/6	sw0218	Darth Vader - Chrome Black
67	Town / City / Fire	cty0115	Fire - Reflective Stripes, Red Legs, Silver Fire Helmet, Brown Eyebrows, Thin Grin
609	Agents	agt020a	Agent Chase - Diving Gear - Single Sided Head
605	Indiana Jones / Temple of Doom	iaj024	Indiana Jones - White Tuxedo Jacket
605	Indiana Jones / Temple of Doom	iaj025	Short Round
605	Indiana Jones / Temple of Doom	iaj026	Willie Scott
605	Indiana Jones / Temple of Doom	iaj027	Shanghai Gangster Moustache
605	Indiana Jones / Temple of Doom	iaj028	Shanghai Gangster Grin
65	Star Wars / Star Wars The Clone Wars	sw0219	Yoda - Clone Wars, Light Bluish Gray Hair
65	Star Wars / Star Wars The Clone Wars	sw0220	Mace Windu - Large Eyes
689	Power Miners	pm005	Rock Monster - Sulfurix (Trans-Neon Green)
689	Power Miners	pm006	Power Miner - Beard Stubble Guy
689	Power Miners	pm007	Power Miner - Brains
65	Star Wars / Star Wars The Clone Wars	sw0221	Clone Trooper Gunner (Phase 1) - Large Eyes
65	Star Wars / Star Wars The Clone Wars	sw0222	Assassin Droid Elite (Black)
65	Star Wars / Star Wars The Clone Wars	sw0223	Clone Trooper (Phase 1) - Black Visor, Pauldron, and Kama, Large Eyes
65	Star Wars / Star Wars The Clone Wars	sw0228	Rocket Battle Droid
65	Star Wars / Star Wars The Clone Wars	sw0229	Assassin Droid (Silver)
65	Star Wars / Star Wars The Clone Wars	sw0230	Super Battle Droid with Blaster Arm
67	Town / Classic Town	gen025	Plain Red Torso with Red Arms, Blue Legs (Lego Universe Bob)
67	Town / City	cty0130	Yellow Flowers - Tan Ponytail, Blue Legs
67	Town / City	cty0129	Red Jacket with Zipper Pockets and Classic Space Logo, Tan Legs, Red Cap
67	Town / City	twn048	Black Vest with Blue Striped Tie, Light Bluish Gray Legs, White Arms, Reddish Brown Male Hair, Beard and Glasses
67	Town / City / Police	cty0128	Police - City Suit with Blue Tie and Badge, Black Legs, Brown Moustache, White Hat
689	Power Miners	pm008	Power Miner
689	Power Miners	pm009	Power Miner
689	Power Miners	pm010	Power Miner - Rex
469	Spider-Man / Spider-Man 1	spd001a	Spider-Man 1 - Blue Arms and Legs, Silver Webbing, Neck Bracket
689	Power Miners	pm011	Power Miner - Orange Scar, Helmet
473	Sports / Gravity Games	gg019a	Skateboarder - Black Jacket, Medium Orange Legs, Black Knit Cap, Light Gray Neck Bracket
65	Star Wars / Star Wars The Clone Wars	sw0231	Astromech Droid, R7-A7
67	Town / City / Construction	cty0125	Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Dark Bluish Gray Hips, Red Construction Helmet, Silver Sunglasses
67	Town / City / Construction	cty0126	Plaid Button Shirt, Dark Bluish Gray Legs, Red Construction Helmet, Glasses, Gray Beard
9	Castle / Fantasy Era	cas408	Fantasy Era - Crown Knight Quarters, Helmet with Neck Protector, Vertical Cheek Lines
9	Castle / Fantasy Era	cas409	Fantasy Era - Peasant Male Old
9	Castle / Fantasy Era	cas410	Fantasy Era - Peasant Male Young, Brown Eyebrows, Thin Grin
9	Castle / Fantasy Era	cas411	Fantasy Era - Peasant Child
9	Castle / Fantasy Era	cas412	Fantasy Era - Peasant Female
9	Castle / Fantasy Era	cas413	Fantasy Era - Blacksmith
605	Indiana Jones / Raiders of the Lost Ark	iaj029	Airplane Mechanic
67	Town / City / Police	cty0131	Police - City Leather Jacket with Gold Badge, White Helmet, Trans-Brown Visor, Wide Smile
573	SpongeBob SquarePants	bob019	SpongeBob - Smile with Squint
573	SpongeBob SquarePants	bob020	Squidward - Modified Head
573	SpongeBob SquarePants	bob021	SpongeBob - Grin with Bottom Teeth
573	SpongeBob SquarePants	bob022	Patrick - Tongue Out
65	Star Wars / Star Wars The Clone Wars	sw0225	Pilot Droid
573	SpongeBob SquarePants	bob023	Mr. Krabs - Large Grin
65	Star Wars / Star Wars Episode 3	sw0234	Obi-Wan Kenobi - Young, Light Nougat, Reddish Brown Hood and Cape, Gold Headset
65	Star Wars / Star Wars The Clone Wars	sw0224	Count Dooku - Large Eyes
67	Town / City / Construction	cty0132	Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Red Construction Helmet, Orange Glasse
67	Town / Classic Town	pln136	Plain Black Torso with Black Arms, Blue Legs, Black Pigtails Hair
61	Pirates / Pirates II / Imperial Guards	pi104	Imperial Soldier II - Shako Hat Printed, Smirk and Stubble Beard
61	Pirates / Pirates II	pi105	Pirate Green / White Stripes, Reddish Brown Legs, Dark Green Bandana, Goatee
61	Pirates / Pirates II	pi106	Pirate Green / White Stripes, Black Legs, Tricorne Hat
61	Pirates / Pirates II	pi107	Pirate Vest and Anchor Tattoo, Green Legs, Blue Bandana, Gold Tooth
67	Town / City	chef018	Chef - White Torso with 8 Buttons, Black Legs, Beard Around Mouth
689	Power Miners	pm012	Power Miner - Engineer, Knit Cap
67	Town / Classic Town	but034	Shirt with 3 Buttons - Blue, White Legs, Red Pigtails Hair
9	Castle	cas414	Breastplate - Red with Blue Arms, Blue Legs with Black Hips, Dark Gray Grille Helmet, Yellow Plume, Blue Plastic Cape
67	Town / City	twn047	Dark Blue Jacket, Light Blue Shirt, Tan Legs, Red Long Bill Cap
67	Town / City / Farm	cty0133	Overalls Farmer Green, Tan Fedora, Beard and Glasses
67	Town / City / Farm	cty0134	Farm Hand, Blue Overalls, Long Bill Cap
67	Town / City / Farm	cty0135	Farm Hand, Female
67	Town / City / Farm	cty0136	Overalls Farmer Green, Blue Cap
34	Space / Classic Space	sp003new	Classic Space - Black with Air Tanks and Motorcycle (Standard) Helmet (Reissue)
34	Space / Classic Space	sp006new	Classic Space - White with Air Tanks and Motorcycle (Standard) Helmet (Reissue)
65	Star Wars / Star Wars Episode 4/5/6	sw0232	Darth Vader (Death Star torso - no Eyebrows)
167	DUPLO / Basic Set	dupfig041	Duplo 2 x 2 x 2 Figure Brick Early, Male on Blue Base, Brown Aviator Hat, Freckles
284	Ninja	cas050new	Ninja - Red (Reissue)
61	Pirates / Pirates I	pi013new	Pirate Anchor Light Purple Vest, Blue Legs, Red Bandana (Reissue)
689	Power Miners	pm013	Power Miner - Brains, Goggles
689	Power Miners	pm014	Power Miner - Engineer, Goggles
167	DUPLO / DUPLO, Town	47394pb114	Duplo Figure Lego Ville, Female, Medium Blue Legs, Red Jacket with Black Zipper and Pockets, Reddish Brown Ponytail Hair (4598306)
167	DUPLO / DUPLO, Town	47394pb115	Duplo Figure Lego Ville, Male, Blue Legs, Tan Top with Blue Overalls, Red Baseball Cap (4529970)
174	Studios	hrf004new	Mad Scientist (Reissue)
65	Star Wars / Star Wars Episode 4/5/6	sw0085a	Princess Leia - Light Nougat, Jabba Slave Outfit
277	LEGOLAND	old016s	Legoland - White Torso, Red Legs, Red Hat, Shell Logo Sticker
605	Indiana Jones / Last Crusade	iaj030	Professor Henry Jones Sr. - Dark Tan Pith Helmet, Diary in Pocket
65	Star Wars / Star Wars Episode 4/5/6	sw0002b	Boba Fett - Bluish Grays - Dark Red Helmet Highlights
67	Town / City / Construction	cty0137	Construction Worker - Orange Zipper, Safety Stripes, Orange Arms, Orange Legs, Red Construction Helmet, Scowl
67	Town / City / Fire	cty0138	Fire - Reflective Stripes, Black Legs, Silver Fire Helmet, Gray Beard, Yellow Air Tanks
67	Town / Classic Town / Post Office	post001new	Post Office - Black Legs, Black Hat (Reissue)
67	Town / City / Airport	twn050	Dark Blue Jacket, Light Blue Shirt, Reddish Brown Legs, Aviator Cap and Goggles
