Category ID	Category Name	Number	Name
472	Card, Postcard / Holiday & Event / Christmas	pc09xmas	Postcard - Christmas Scene with 2009 Sets
539	Retail Display / DUPLO	displaysign007	Display Sign Large Duplo Logo on White Background
334	Key Chain / Atlantis	852774	Shark Warrior Key Chain
334	Key Chain / Atlantis	852775	Manta Warrior Key Chain
586	Play Wear & Weaponry / Atlantis	852782	Weapon, Atlantis Trident
586	Play Wear & Weaponry / Atlantis	852781	Shield, Atlantis Key
586	Play Wear & Weaponry / Atlantis	852780	Sword, Atlantis
586	Play Wear & Weaponry / Atlantis	852779	Shooter, Atlantis Harpoon Blaster
586	Play Wear & Weaponry / Atlantis	852778	Water, Atlantis Water Gun
14	Magnet / Atlantis	852777	Magnet Set, Minifigures Atlantis (3) - Lance Spears, Manta Warrior, Shark Warrior blister pack
334	Key Chain / (Other)	KC119	BRF Male Red Torso White Legs Key Chain
334	Key Chain / (Other)	KC120	BRF Female Red Torso White Legs Key Chain
334	Key Chain / (Other)	KC121	BRF Male White Torso Red Legs Key Chain
334	Key Chain / (Other)	KC122	BRF Female White Torso Red Legs Key Chain
334	Key Chain / (Other)	KC123a	BRF Male Red Torso Red Legs Key Chain
334	Key Chain / (Other)	KC123b	BRF Male Red Torso Red Legs, with Helmet Key Chain
334	Key Chain / (Other)	KC124	BRF Female Red Torso Red Legs Key Chain
334	Key Chain / (Other)	KC125	Se og Hør Male Key Chain
1145	Stamp	FDC01	LEGO Stamp Denmark First Day Cover, May 11, 1989
586	Play Wear & Weaponry / Exo-Force	4493793	Shooter, Exo-Force Exo Blaster
517	Watch / Power Miners	w011	Watch Set, Power Miners
517	Watch / Space / Space Police III	9001857	Watch Set, Space Police 3
334	Key Chain / (Other)	KC049	Se og Hør Female Key Chain
334	Key Chain	KC050	GT Male Key Chain
1111	Clothing Accessories	4233358	Hat, Beaded Butterfly
1145	Stamp	fdc02	LEGO Stamp Denmark First Day Cover, May 11, 1989 - Childrens Games, Paradisfugl.
1145	Stamp / Holiday & Event / Christmas	fdc03	LEGO Stamp Gibraltar First Day Cover, November 27, 1996
160	Sticker Sheet / LEGOLAND Parks	st75llde	Sticker Sheet, Legoland Sierksdorf 1. Oldtimer Zielfahrt Pfingsten '75
334	Key Chain / Castle / Lion Knights	KC053	Crusader Lion Key Chain - Chin-Guard, Red Legs
445	Patch & Pin	pin061	Pin, Mall of America, LEGO Logo with Brick Dangle
445	Patch & Pin	pin062	Pin, Mall of America, LEGO Logo Established 1932
586	Play Wear & Weaponry / 4 Juniors / Jack Stone	jsbadge	Badge, Official Jack Stone Res-Q Hero
445	Patch & Pin / DUPLO / Bob The Builder	pin053	Pin, Bob The Builder
445	Patch & Pin	pin054	Pin, LEGO Logo with Background Images
445	Patch & Pin / LEGOLAND Parks	pin055	Pin, LEGOLAND Windsor Club V.I.P. March 1998
445	Patch & Pin	pin056	Pin, See the LEGO World Show at Fenwick
445	Patch & Pin	pin057	Pin, LEGO 25 Jaar, Jubileumbouwwedstrijd deelnemer
445	Patch & Pin	pin058	Pin, LEGO Bouwbaas, Voorronde Wereldkampioenschap LEGO Bouwen
445	Patch & Pin / Educational & Dacta	pin059	Pin, LEGO Dacta
445	Patch & Pin / LEGOLAND Parks	patch20	Patch, Sew-On Cloth Triangle, LEGOLAND Scouting
997	Card	clubcard1	LEGO Club - Official Membership Card
1113	Office Supplies	o91bgpbc	Brick Graph Paper, Exclusive for LEGO Builders Club, 1991 - Winter Decorations
1113	Office Supplies	o89bgpbc	Brick Graph Paper, Exclusive for LEGO Builders Club, 1989 - Holiday Stocking
445	Patch & Pin	pin052	Pin, I've been to LEGOLAND with Specialised Tours
1113	Office Supplies / Town / Construction	workmat	Computer Mouse Pad, LEGO Men at Work
503	Poster / Town	p78ukt	Town Poster 1978 with Contest (99.418-UK-B)
472	Card, Postcard / LEGOLAND Parks	pcLB043	Postcard - Legoland Parks, Legoland Billund - Airport
472	Card, Postcard / LEGOLAND Parks	pcLB095	Postcard - Legoland Parks, Legoland Billund - Goslar with the Market Church
472	Card, Postcard / LEGOLAND Parks	pcLB082	Postcard - Legoland Parks, Legoland Billund - Hall of the Fairy Kiss
472	Card, Postcard / LEGOLAND Parks	pcLB077	Postcard - Legoland Parks, Legoland Billund - Little Town
472	Card, Postcard / LEGOLAND Parks	pcLB032	Postcard - Legoland Parks, Legoland Billund - Fishing Village
472	Card, Postcard / LEGOLAND Parks	pcLB105	Postcard - Legoland Parks, Legoland Billund - The Doll Collection
472	Card, Postcard / LEGOLAND Parks	pcLB186	Postcard - Legoland Parks, Legoland Billund - Inland Port on the Rhine
472	Card, Postcard / LEGOLAND Parks	pcLB180	Postcard - Legoland Parks, Legoland Billund - Göta Canal Sweden
472	Card, Postcard / LEGOLAND Parks	pcLB169x	Postcard - Legoland Parks, Legoland Billund - Dutch Landscape
472	Card, Postcard / LEGOLAND Parks	pcLB166	Postcard - Legoland Parks, Legoland Billund - Pirateland
472	Card, Postcard / LEGOLAND Parks	pcLB157	Postcard - Legoland Parks, Legoland Billund - The Skaw
472	Card, Postcard / LEGOLAND Parks	pcLB152	Postcard - Legoland Parks, Legoland Billund - Pirateland
472	Card, Postcard / LEGOLAND Parks	pcLB142	Postcard - Legoland Parks, Legoland Billund - Copenhagen
472	Card, Postcard / LEGOLAND Parks	pcLB138	Postcard - Legoland Parks, Legoland Billund - The Traffic School 6
472	Card, Postcard / LEGOLAND Parks	pcLB125	Postcard - Legoland Parks, Legoland Billund - Monorail
472	Card, Postcard / LEGOLAND Parks	pcLB110	Postcard - Legoland Parks, Legoland Billund - Titania's Palace
472	Card, Postcard / LEGOLAND Parks	pcLB108	Postcard - Legoland Parks, Legoland Billund - The Traffic School 5
398	Human Furniture	IF-LTW2C	Activity Table and Chair Set
472	Card, Postcard / LEGOLAND Parks	pc1302	Postcard - Legoland Parks, Legoland Billund - Miniland, Harbor
472	Card, Postcard / LEGOLAND Parks	pc1333	Postcard - Legoland Parks, Legoland Billund - Miniland, Small Provencial Town
445	Patch & Pin	pin063	Pin, LEGO Club Attack Force Commander
512	Toy, Plush	852265	Doll Prince in Blue Costume
1111	Clothing Accessories	vlhat1	Hat, Lego Miniclub Viking Line
1111	Clothing Accessories	vlhat2	Visor, Lego Viking Line
1111	Clothing Accessories / Atlantis	852906	Glasses, 3D Atlantis
539	Retail Display / Town / City / Airport	displayfig20	Display Figure 7in x 11in x 19in (black jacket, black pants, black hat, Airport)
539	Retail Display / Town / City / Fire	displayfig21	Display Figure 7in x 11in x 19in (black jacket, black pants, white hat, Fire)
683	Glued Model	football	Football (Glued)
160	Sticker Sheet	Gstk115	Sticker Sheet, SPEELWEEK 72 LEGO System
160	Sticker Sheet	Gstk114	Sticker Sheet, LEGO Logo 10 x 10 cm
160	Sticker Sheet / FIRST LEGO League	4516302	Sticker Sheet, 3M Dual Lock Mounting Stickers (FIRST LEGO League (FLL) team sets)
160	Sticker Sheet / Educational & Dacta	Gstk112	Sticker Sheet for Storage Bin, Dacta Labels - Sheet of 2
160	Sticker Sheet	Gstk113	Sticker Sheet, Honk if you love to build!
1113	Office Supplies	Cal10cn	Calendar, 2010 Chinese Version
160	Sticker Sheet / Power Miners	Gstk099	Sticker Sheet, Power Miners Sheet
334	Key Chain / Star Wars / Star Wars Episode 4/5/6	852129b	Emperor Palpatine Key Chain (without LEGO logo tile)
160	Sticker Sheet	Gstk098	Sticker Sheet, 25 Jahre LEGO Bausteine in der Schweiz
525	Human Toiletries / Belville	852683	Towel, Compressed Wash Towel, Belville
443	Puzzle	Puzstunt	Slide Puzzle with Stunt Rally Figure Pattern
1113	Office Supplies	figmat	Computer Mouse Pad, 'Adventures!' and Minifigure in Overalls Pattern
1112	Luggage & Luggage Accessories / Sports / Soccer	Bagtag	Sports Bag Tag, LEGO Soccer
683	Glued Model	852786	Red Rose (Glued)
1111	Clothing Accessories	LegoCap02	Ball Cap, 3 Bricks Pattern (child size)
683	Glued Model	TrophyCup	Trophy Cup with LEGO Logo Pattern (Glued)
175	Food & Drink / BIONICLE / Barraki	858585	Drink Bottle Bionicle Barraki
175	Food & Drink / Aquazone / Aquasharks	sharkmug	Cup / Mug Aquashark
175	Food & Drink / Educational & Dacta	dactamug	Cup / Mug Dacta
175	Food & Drink / Town / Launch Command	shuttlemug	Cup / Mug Shuttle Launch Pad
175	Food & Drink / Castle / Royal Knights	castlemug	Cup / Mug Royal Knights
445	Patch & Pin	pin091	Pin, LEGO Logo Square Red - Stick Pin Attachment
445	Patch & Pin	pin090	Pin, 2 x 2 Bricks, Metal - Stick Pin Attachment
683	Glued Model / Star Wars	vaderhead	Darth Vader Head (Glued)
543	Clothing, Adult	TS68	T-Shirt, Classic 'WHAT WILL YOU MAKE?'
543	Clothing, Adult	Polo1	Shirt, Classic Adult's Polo
1111	Clothing Accessories / Atlantis	4595685	Lanyard with LEGO Logo and Atlantis Pattern (Toy Fair Nuernberg Promotion) 2010
513	Media Audio & Video	ClutchDVD	Video DVD - The Adventures of Clutch Powers
712	Video Game / Indiana Jones	2853597	Indiana Jones 2: The Adventure Continues - Nintendo DS
712	Video Game / Indiana Jones	LIJ2WII	Indiana Jones 2: The Adventure Continues - Nintendo Wii
712	Video Game / Indiana Jones	LIJ2PC	Indiana Jones 2: The Adventure Continues - PC DVD-ROM
712	Video Game / Indiana Jones	LIJ2PS3	Indiana Jones 2: The Adventure Continues - Sony PS3
712	Video Game / Indiana Jones	LIJ2PSP	Indiana Jones 2: The Adventure Continues - Sony PSP
712	Video Game / Indiana Jones	LIJ2XB360	Indiana Jones 2: The Adventure Continues - Microsoft Xbox 360
586	Play Wear & Weaponry	4229837	Tool Belt with Velcro Fastening
526	Retail Display Flag / Harry Potter / Sorcerer's Stone	HPSorStoBan1	Display Flag Cloth, Harry Potter Sorcerer's Stone
526	Retail Display Flag / DUPLO / DUPLO, Town / Farm	4508748	Display Flag Cloth, Duplo LEGO Ville Farm Tractor
526	Retail Display Flag / DUPLO / DUPLO, Town / Farm	4508747	Display Flag Cloth, Duplo LEGO Ville Farm Harvest
526	Retail Display Flag / Holiday & Event / Christmas	XmasBan04	Display Flag Cloth, LEGO Holiday Sale (2009)
848	Retail Display Case	ShellAM1	Display Assembled Set, Long Plastic Case Shell Promotional Series (shows sets 2535 through 2544)
1113	Office Supplies	STP05	School Timeplan - LEGO System 5 (Stundenplan)
1006	Envelope & Letter	envelope01	Envelope, for collecting store receipts
1113	Office Supplies	org98de	Personal Organizer International Toy Fair Nürnberg 1998
1111	Clothing Accessories / Power Miners	4557781a	Lanyard with LEGO Logo and Power Miners Pattern
543	Clothing, Adult / Time Cruisers / Twisters	tstc	T-Shirt, Time Cruisers
543	Clothing, Adult	tsstars	T-Shirt, Stars & Stripes
543	Clothing, Adult	Polo2	Shirt, Classic Adult's Polo with 2 x 2 Brick Stitched in Collar
543	Clothing, Adult / Sports	Jacket2	Jacket, Adidas Sports with Stitched LEGO SPORTS Pattern
525	Human Toiletries	towel02	Towel, Plain with Stitched LEGO Logo, 60 x 160 cm
447	School Supplies / Atlantis	4586603	Notebook, Atlantis Reveal the Secret, Spiral Bound with 3D Cover
543	Clothing, Adult / Power Miners	pluto301-579	Pants, Regular Power Miners
543	Clothing, Adult / Power Miners	pluto301-984	Pants, Regular Power Miners
543	Clothing, Adult / Power Miners	pluto302-035	Pants, Jeans, Power Miners, Light
543	Clothing, Adult / Power Miners	pluto302-084	Pants, Jeans, Power Miners, Dark
543	Clothing, Adult	tsbigred	T-Shirt, Big Imagination Minifigure Red
543	Clothing, Adult	tsbigblue	T-Shirt, Big Imagination Minifigure Blue
543	Clothing, Adult	tsgoplayw	T-Shirt, Go Play without Limits White
543	Clothing, Adult	tsgoplayb	T-Shirt, Go Play without Limits Black
1146	Clothing, Children's / Town / City / Police	Polo4	Shirt, City Police Red Child's Polo
1146	Clothing, Children's / Town / City / Police	polo3	Shirt, City Police Blue Child's Polo
399	Storage	852820	Minifigure Collector's Box
175	Food & Drink	852771	Ice Cube Tray Minifigure
334	Key Chain / Power Miners	852862	Rock Monster Firax Key Chain
334	Key Chain / Toy Story	852848	Woody Key Chain
334	Key Chain / Toy Story	852850	Jessie Key Chain
334	Key Chain / Toy Story	852849	Buzz Lightyear Key Chain
334	Key Chain / Toy Story	852950	Alien Key Chain
334	Key Chain / (Other)	852856	Max Key Chain
334	Key Chain / (Other)	852783	Fairy with Cloth Skirt Key Chain, Pink Wings with Floral Vines Pattern
334	Key Chain / Star Wars	852837	C-3PO Key Chain
334	Key Chain / Star Wars / Star Wars Episode 4/5/6	852836	Admiral Ackbar Key Chain
334	Key Chain / Star Wars	852840	Onaconda Farr Key Chain
334	Key Chain / Star Wars	852838	Wicket Key Chain
334	Key Chain / Star Wars	852841	Princess Leia Key Chain
334	Key Chain / Star Wars	852842	Scout Trooper (White Arms, Plain Legs) Key Chain
334	Key Chain / Star Wars	852839	Nute Gunray Key Chain
503	Poster / Universe	p09universede	Universe Multiplayer Online Game Poster German
503	Poster / Star Wars / Star Wars The Clone Wars	p10swcw1	Star Wars Clone Wars Poster, 4 Minifigures
1111	Clothing Accessories	4494546	Hair Tie, Pink Ribbon and Pearl
334	Key Chain / Space / Classic Space	852815	Classic Space White Figure ...in Space since 1978 Key Chain
14	Magnet / Star Wars	852844	Magnet Set, Minifigures SW (3) - Chancellor Palpatine, Nute Gunray, Onaconda Farr - with 2 x 4 Brick Bases blister pack
14	Magnet / Toy Story	852949	Magnet Set, Minifigures Toy Story (3) - Woody, Alien, Buzz Lightyear - with 2 x 4 Brick Bases blister pack
14	Magnet / Star Wars	852845	Magnet Set, Minifigures SW (3) - Han Solo, Paploo, Scout Trooper - with 2 x 4 Brick Bases blister pack
526	Retail Display Flag / BIONICLE	BioPhaBan1	Display Flag Cloth, Bionicle Phantoka
526	Retail Display Flag / BIONICLE / Glatorian	BioGlaBan1	Display Flag Cloth, Bionicle Glatorian
526	Retail Display Flag / BIONICLE / Piraka	BioPirBan2	Display Flag Cloth, Bionicle Piraka Red
526	Retail Display Flag / BIONICLE / Piraka	BioPirBan3	Display Flag Cloth, Bionicle Piraka Red Small
526	Retail Display Flag / BIONICLE	BioNamBan5	Display Flag Cloth, Bionicle Name Style 5
526	Retail Display Flag / BIONICLE / Glatorian	BioGlaBan2	Display Flag Cloth, Bionicle Glatorian Legends Blue
526	Retail Display Flag / BIONICLE / Glatorian	BioGlaBan3	Display Flag Cloth, Bionicle Glatorian Legends Red
1008	Decoration / Town / Space Port	FP100SP	Blast-Off Framed Print
334	Key Chain / Power Miners	852863	Duke Key Chain
745	Building Event Instructions / LEGO Brand Store	MMMB0912	Monthly Mini Model Build Card - 2009 12 December, Wreath
745	Building Event Instructions / LEGO Brand Store	MMMB1001	Monthly Mini Model Build Card - 2010 01 January, Snowman
745	Building Event Instructions / LEGO Brand Store	MMMB1002	Monthly Mini Model Build Card - 2010 02 February, Groundhog (US)
745	Building Event Instructions / LEGO Brand Store	MMMB1003	Monthly Mini Model Build Card - 2010 03 March, Shamrock (US, UK)
1113	Office Supplies	addressbook2	Address Book, Minifigures Pattern
447	School Supplies	penlw08	Pencil, 6 Pack Color Pencils LEGOWORLD 2008
160	Sticker Sheet / MINDSTORMS / NXT	4510449	Sticker Sheet, Mindstorms NXT Promotional Sheet
503	Poster / Star Wars	p05swrotb	Star Wars Revenge of the Brick Poster
1111	Clothing Accessories	tie05	Tie, Red 2 x 2 Brick on Blue Background
1111	Clothing Accessories / Pirates / Pirates I / Islanders	tie03	Tie, Islanders
1111	Clothing Accessories / Belville	tie02	Tie, Belville
1111	Clothing Accessories	tie04	Tie, Multicolor Dots on Green Background
543	Clothing, Adult / BIONICLE	pj001	Pajamas, Bionicle Legend Blue
543	Clothing, Adult / BIONICLE	pj002	Pajamas, Bionicle Legend Gray
543	Clothing, Adult / DUPLO	pj004	Pajamas, Duplo Construction Gray
543	Clothing, Adult / DUPLO	pj003	Pajamas, Duplo Construction Blue
543	Clothing, Adult / Power Miners	tspm1	T-Shirt, Power Miners Underground Adventure
543	Clothing, Adult / Power Miners	sweat03	Sweatshirt, Power Miners Battle Power Orange
543	Clothing, Adult / Power Miners	sweat02	Sweatshirt, Power Miners Battle Power Lime
1111	Clothing Accessories	852692	Zipper Pull, 1 x 4 Plate
334	Key Chain / Space / Classic Space	852814	Classic Space Blue Figure Key Chain (...in Space since 1978)
543	Clothing, Adult / Star Wars	FK011725	Socks, Lego Star Wars Yoda, 2 Pair Set
543	Clothing, Adult / Star Wars	sockssw01	Socks, Lego Star Wars Stormtrooper
543	Clothing, Adult / BIONICLE	TSBioGL2	T-Shirt, Bionicle Guardian of Life (Dark Blue)
543	Clothing, Adult / BIONICLE	TSBioGL1	T-Shirt, Bionicle Guardian of Life (Light Blue)
334	Key Chain / Prince of Persia	852939	Prince Dastan Key Chain
334	Key Chain / Prince of Persia	852940	Princess Tamina Key Chain
334	Key Chain / Prince of Persia	852941	Nizam Key Chain
14	Magnet / Prince of Persia	852942	Magnet Set, Minifigures Prince of Persia (3) - Dastan, Tamina, Hassansin Leader blister pack
745	Building Event Instructions / LEGO Brand Store	MMMB0902DE	Mini-Modell des Monats-Karte - 2009 02 Februar, Herz
745	Building Event Instructions / LEGO Brand Store	MMMB0901DE	Mini-Modell des Monats-Karte - 2009 01 Januar, Pinguin
745	Building Event Instructions / LEGO Brand Store	MMMB0903DE	Mini-Modell des Monats-Karte - 2009 03 März, Traktor
745	Building Event Instructions / LEGO Brand Store	MMMB0904DE	Mini-Modell des Monats-Karte - 2009 04 April, Osterhase
745	Building Event Instructions / LEGO Brand Store	MMMB0905DE	Mini-Modell des Monats-Karte - 2009 05 Mai, Butterblume
745	Building Event Instructions / LEGO Brand Store	MMMB0906DE	Mini-Modell des Monats-Karte - 2009 06 Juni, Segelboot
745	Building Event Instructions / LEGO Brand Store	MMMB0907DE	Mini-Modell des Monats-Karte - 2009 07 Juli, Eistüte
745	Building Event Instructions / LEGO Brand Store	MMMB0908DE	Mini-Modell des Monats-Karte - 2009 08 August, Hummer
745	Building Event Instructions / LEGO Brand Store	MMMB0909DE	Mini-Modell des Monats-Karte - 2009 09 September, Notizbuch und Bleistift
745	Building Event Instructions / LEGO Brand Store	MMMB0910DE	Mini-Modell des Monats-Karte - 2009 10 Oktober, Kürbis
745	Building Event Instructions / LEGO Brand Store	MMMB0911DE	Mini-Modell des Monats-Karte - 2009 11 November, Truthahn
745	Building Event Instructions / LEGO Brand Store	MMMB0912DE	Mini-Modell des Monats-Karte - 2009 12 Dezember, Weihnachtskranz
745	Building Event Instructions / LEGO Brand Store	MMMB1001DE	Mini-Modell des Monats-Karte - 2010 01 Januar, Schneemann
745	Building Event Instructions / LEGO Brand Store	MMMB1002DE	Mini-Modell des Monats-Karte - 2010 02 Februar, Rose
745	Building Event Instructions / LEGO Brand Store	MMMB1003DE	Mini-Modell des Monats-Karte - 2010 03 März, Vögel auf Zaun
745	Building Event Instructions / LEGO Brand Store	MMMB0905bDE	Mini-Modell des Monats-Karte - 2009 05 Mai, Ferienhaus, alternatives Modell
14	Magnet / Star Wars / Star Wars Episode 4/5/6	852843	Magnet Set, Minifigures SW (3) - C-3PO, Princess Leia, Admiral Ackbar - with 2 x 4 Brick Bases blister pack
543	Clothing, Adult / LEGO Brand Store	TSHouston	T-Shirt, Lego Store Grand Opening Limited Edition, Houston Galleria, Houston, TX
160	Sticker Sheet / Sports / Soccer	Gstk116	Sticker Sheet, World Cup German Starter Set Instructional Sticker Sheet
503	Poster / DUPLO	p10duplo	Duplo Poster, Farm (4586864)
445	Patch & Pin / Ben 10	pin092	Pin, Ben 10 Alien Force Glow In Dark 2 Piece Badge
336	Clock / Star Wars	9002113	Digital Clock, SW Darth Vader Figure Alarm Clock
336	Clock / Star Wars	9002137	Digital Clock, SW Stormtrooper Figure Alarm Clock
336	Clock / Star Wars	dclk02	Digital Clock, SW Luke Skywalker Figure Alarm Clock
445	Patch & Pin / Star Wars	pinset05	Pin, Star Wars La Saga Complète - 6 Piece Set (Flunch)
503	Poster / Racers	4133628	Racers Poster 2001
175	Food & Drink / DUPLO / DUPLO, Town	551351	Table Cover LegoVille
745	Building Event Instructions / LEGO Brand Store	MMMB1004	Monthly Mini Model Build Card - 2010 04 April, Chick
160	Sticker Sheet	923197b	Sticker Sheet, School Book Labels (Bookplates) - Multi-theme
1113	Office Supplies / Studios	paperL1	Paper, Letter / Sketch with LEGO Studios Logo Pattern
1113	Office Supplies	repcov01	Report Cover, 2 x 2 LEGO Brick Pattern
679	Toy, Fast Food / LEGOLAND Parks / Adventurers	LLCAcmp01	Legoland California Child's Meal Toy - Adventurers Canteen
679	Toy, Fast Food / LEGOLAND Parks / Adventurers	LLCAcmp02	Legoland California Child's Meal Toy - Adventurers Dinosaur Light
679	Toy, Fast Food / LEGOLAND Parks / Adventurers	LLCAcmp03	Legoland California Child's Meal Toy - Adventurers Wrist Compass
160	Sticker Sheet / Town	93604w	Sticker Sheet, Legoland Town People (93.604-SF)
683	Glued Model	TrophyCup02	Trophy Cup with Number 1 Pattern (Glued)
503	Poster / Harry Potter / Chamber of Secrets	4205759b	Harry Potter Poster, Chamber of Secrets Series, later, includes 4719 and 4720 on back, Lego Logo on Right
160	Sticker Sheet / Star Wars	Gstk117	Sticker Sheet, Star Wars Minifigure Sheet, Limited Edition
447	School Supplies	4547285	Pencil Case, System of Play (Dark Red - Click Brick)
447	School Supplies	4547284	Pencil Case, System of Play, Lego Man Pattern
1111	Clothing Accessories / LEGOLAND Parks	4535466	Ball Cap, LEGOLAND Billund, 40 Years 1968-2008 Pattern (Junior Size)
472	Card, Postcard	924004	Postcard - Various Theme Postcards, Sheet of 4 - Town, Aquazone, Castle
180	Software / MINDSTORMS / RCX	4142878	Instruction CD-ROM for 9731 Vision Command Windows 98 (German Language)
645	Toy, Early	garage1	Wooden Esso Garage Double Door
645	Toy, Early	fuelpump	Wooden Esso Gas/Fuel Pump
645	Toy, Early	garage3	Wooden Garage Double Door
645	Toy, Early	garage2	Wooden Garage Single Door
645	Toy, Early	ironboard	Wooden Ironing Board
645	Toy, Early	iron	Wooden Iron
645	Toy, Early	ferry	Wooden Car Ferry
645	Toy, Early	pulltrain2	Wooden Pull-Along Train
645	Toy, Early	sewmach	Wooden Sewing Machine
645	Toy, Early	phone	Wooden Telephone
539	Retail Display / Sports / Soccer	socRD02	Display Assembled Theme Interactive, Soccer, no Sound Effects
517	Watch / Space / UFO	wufo	Watch Set, UFO
645	Toy, Early	woodcar	Wooden Cadillac Car
645	Toy, Early	pulltrain3	Wooden Pull-Along Locomotive 'Jacob'
745	Building Event Instructions / LEGO Brand Store	MMMB1005	Monthly Mini Model Build Card - 2010 05 May, Rose (US)
645	Toy, Early	woodcar1	Wooden Car
645	Toy, Early	woodcar2	Wooden Car
645	Toy, Early	firetruck	Wooden Firetruck with Trailer
645	Toy, Early	firetruck3	Wooden Firetruck
645	Toy, Early	woodtruck3	Wooden Truck
645	Toy, Early	woodtruck4	Wooden Truck
645	Toy, Early	woodtruck5	Wooden Truck
645	Toy, Early	woodtruck6	Wooden Truck with Milk Bottles
645	Toy, Early	horsecarriage1	Wooden Horse and Milk Carriage
645	Toy, Early	pullhopper	Wooden Pull-Along Grasshopper
645	Toy, Early	pulllbug	Wooden Pull-Along Ladybug
645	Toy, Early	pulldog3	Wooden Pull-Along Dog, Walking
645	Toy, Early	pullsquirrel	Wooden Pull-Along Squirrel
645	Toy, Early	pullchicken	Wooden Pull-Along Chicken
645	Toy, Early	pullcock	Wooden Pull-Along Cock
645	Toy, Early	pullduck2	Wooden Pull-Along Duck with Short Bill
645	Toy, Early	minibus	Wooden Mini Bus
645	Toy, Early	tractor	Wooden Tractor
645	Toy, Early	truckbus	Wooden Truck Bus
645	Toy, Early	pulldog	Wooden Pull-Along Dog, Small with Wheels
645	Toy, Early	pullpig	Wooden Pull-Along Pig
645	Toy, Early	pulltrain4	Wooden Pull-Along Locomotive
645	Toy, Early	crane	Wooden Crane
645	Toy, Early	firetruck2	Wooden Firetruck
645	Toy, Early	woodtruck7	Wooden Truck
645	Toy, Early	pulltrain6	Wooden Pull-Along Train
645	Toy, Early	pulltrain5	Wooden Pull-Along Train
645	Toy, Early	pulldog2	Wooden Pull-Along Dog 2
645	Toy, Early	pulltrain8	Wooden Pull-Along Train
645	Toy, Early	pulltrain7	Wooden Pull-Along Train
645	Toy, Early	pulltram	Wooden Pull-Along Tram
645	Toy, Early	pulltrain9	Wooden Pull-Along Locomotive
645	Toy, Early	pulltrain10	Wooden Pull-Along Locomotive
645	Toy, Early	pulltrain11	Wooden Pull-Along Locomotive
334	Key Chain / Castle / Kingdoms	852911	Court Jester Key Chain
334	Key Chain / Castle / Kingdoms	852912	Princess Key Chain
645	Toy, Early	pullchick2	Wooden Pull Along Chick
645	Toy, Early	Pulllamb	Wooden Pull Along Lamb
645	Toy, Early	Pullcat	Wooden Pull Along Cat
645	Toy, Early	woodcar3	Wooden Car
645	Toy, Early	woodcar4	Wooden Car
645	Toy, Early	woodcar5	Wooden Car
645	Toy, Early	farm	Wooden Farm
645	Toy, Early	Carrier	Wooden Carrier
645	Toy, Early	Harvester	Wooden Harvester
645	Toy, Early	woodtrailer1	Wooden Tractor Trailer with Milk Bottles
645	Toy, Early	Harrow1	Wooden Harrow
645	Toy, Early	Seeder	Wooden Seeder
645	Toy, Early	snowplough	Wooden snowplough
645	Toy, Early	seeder1	Wooden seeder
399	Storage / Pirates / Pirates II	852751case	Chess Set Storage Case Pirates
645	Toy, Early	pullchickencock	Wooden Pull-Along Chicken and Cock
645	Toy, Early	Pullelephant	Wooden Pull-along Elephant
645	Toy, Early	Pullelephant1	Wooden Pull-along Elephant
399	Storage	puzbox02	Storage Box Puzzle Series Foam - Medium
399	Storage	puzbox01	Storage Box Puzzle Series Foam - Large
645	Toy, Early	woodtruck8	Wooden Truck
645	Toy, Early	fuelpump1	Wooden Shell Gas/Fuel Pump
645	Toy, Early	fuelpump2	Wooden Gas/Fuel Pump
645	Toy, Early	woodtruck9	Wooden Truck
645	Toy, Early	horsecarriage2	Wooden Horse and Blue Carriage
645	Toy, Early	jojo	Wooden Yo-yo
517	Watch / Space	7376	Watch Set, Mars Landing - Destination Mars
517	Watch / Technic / Speed Slammers	7370	Watch Set, Technic Speed Slammers
1113	Office Supplies / Town / City / Police	3767	Stationery Set, City Police 7 Piece
503	Poster / Exo-Force	p06exo2	Exo-Force Poster, Sentai Fortress
336	Clock	clk11	Clock Unit, Braun Quartz with Lego Logo Pattern
503	Poster / Atlantis	p09atl	Atlantis 3D Poster, Triangular (with 3D Glasses 852906)
399	Storage / BIONICLE	61778	Canister Lid / Bottom, Bionicle Matoran
160	Sticker Sheet / Collectible Minifigures / Series  1 Minifigures	Gstk118	Sticker Sheet, Collectible Minifigures, Series 1
503	Poster / Harry Potter / Sorcerer's Stone	4163042	Harry Potter Poster, Sorcerer's Stone Series (4163042)
503	Poster / Harry Potter / Sorcerer's Stone	4170451b	Harry Potter Poster, Sorcerer's Stone Series (4170451)
645	Toy, Early	horsecarriage3	Wooden Horse and Green Wagon
645	Toy, Early	horsecarriage4	Wooden Horses and Flatbed Wagon
645	Toy, Early	Pullmonkey	Wooden Pull-Along Monkey
645	Toy, Early	Pullcrocodile	Wooden Pull-Along Crocodile
645	Toy, Early	Pullgoat	Wooden Pull-Along Goat with a man on his back
503	Poster / FreeStyle	4115779	FreeStyle Poster (4254)
334	Key Chain / Castle / Kingdoms	852958	King Key Chain
645	Toy, Early	pullhorse1	Wooden Pull-Along Horse with Indian
848	Retail Display Case / Town / City / Construction	4548768	Display Assembled Set, City Sets 7630 and 7631 in Plastic Case
